SOURCE	UEN	CLUSTER_DEFN	OR_CAT	EMP_SIZE	REF_YR	Age_Band	SSIC	WEBSITE
GMAP	b3cdc88721fe9df958de242175a9c8fa132ee8c9148af23e85fb5baf54faf342	02 Construction	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	43301.0	ole.com.sg/
ORBIS	b09e06603ded737ab9b135c971344bb8f9424b3af5064d3632221546d0078c83	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	62021.0	www.uxconsulting.com.sg
SGNIC	ec803213d352a5ce437b7e45e93a8180936b5055c8507351eeeef593db77048f	18 Real Estate	01. <=1mil	Missing EMP	2023	01. <= 5 Years	68101.0	FLOATINGON.COM.SG
ORBIS	55f8ef4ff3081a18f2bae2f199775515c32138ae10b23615fc624013752b7183	16 Information & Communications	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	62021.0	www.hoiio.com
GMAP	e1737cc9149b77edbeed2450f0aeae337dd090569b444cac5124e439f9b1c600	02 Construction	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	43301.0	www.renotalk.com/forum/topic/20128-just-sharing-a-reliable-contractor-impo/
GMAP	13b998534ea1e834771cb85f0c0cbb45209052d6bdd5e9ddae11213ad2c8ec6c	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	01. <= 5 Years	64202.0	http://indiahousing4all.com/
ORBIS	354b0b4969c172aebed5ee4d5090efe57de23d9115059832ed0e8401987e80e7	01 Manufacturing	01. <=1mil	01. Employees <= 10	2023	05. > 30 Years	28199.0	www.xinghe.com.sg
SGNIC	e1f850136a752b86fbef0f1b0646e356a0ab8c5d206bff4dc1105ccc6b5d12ed	15 Food & Beverage Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	56123.0	GYOZASAN.COM.SG
ORBIS	f68fea136677e8964e68f23ecface0078038a2219d16358d7547d3cb860fe3b0	02 Construction	01. <=1mil	Missing EMP	2023	01. <= 5 Years	42101.0	sportslifestyle.com.sg
ORBIS	04a459b15642a790f940c4a6de96114c37477739b2004ba7c7686623da12b29a	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	05. > 30 Years	64202.0	www.acra.gov.sg
ORBIS	1c1a8ad6a008269e7eab89a9bd8c618ab5fa7b52372acca9aa6994799c6142ce	17 Finance & Insurance	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	64202.0	www.cmcinfocomm.com
ORBIS	eb82bc395916fc90cb136d06435e356f7f6afd7251b194653902d328ec61bcd2	11 Wholesale	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	46900.0	stronglumen.com.sg
ORBIS	f35699ff05075e8624a10f764fcbad8360f3a8e34986b1d30baa700c65caccf6	01 Manufacturing	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	28273.0	www.arcadia-eng.com
ORBIS	7facc83a142669f3705b5347c998d8b9dec56645007fb1787d9db40e8f951cd8	20 Administrative & Support Services	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	77342.0	greyscale.sg
SGNIC	a05e3c604603d37f058ea19a31c9ffb35ea8c915f43490028b79e4b9b7e4960d	11 Wholesale	03. 1mil -<= 10mil	Missing EMP	2023	03. 10 to <= 2	46900.0	EMLUX.COM.SG
SGNIC	55d729de9b041edb5b3c4081070069a1938946ce0ad94d48c84ecd6a8bb49cb0	02 Construction	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	42201.0	PLT.COM.SG
GMAP	8d144700169fbd5e1d95bfa02272b04063591e609901bdc833e6962b9d840a9e	20 Administrative & Support Services	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	78104.0	http://www.ctsolutionsglobal.com/
ORBIS	b8b6d5294d38758e65c4dbf35ead4507e1d71c4429dea12b72b346e414bca368	11 Wholesale	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	46900.0	www.abtussingapore.com
ORBIS	29c9f0fbc375bf8bac74dd1b4a18d4cb4da134caf1c944b27efa6069b61d9890	21 Other Services Industries	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	86909.0	www.handinhandotc.com
GMAP	f1ffaa24210de53e16faccf9c06dd46bdc65fce50053a171198727bf57532610	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	04. 20 to <= 3	64202.0	https://www.imperialharvest.com/?utm_medium=organic&utm_source=gmb
ORBIS	f09a21f25cfbeac456f44cf40d166a0ead95dea54deed064f37fb9146b6152c5	11 Wholesale	06. 10mil -<= 100mil	01. Employees <= 10	2023	05. > 30 Years	46221.0	www.aprfiji.com
ORBIS	6335d03d78a760f1f388b9d03a2bdce261ac5bbbf874ef71d233d7e909ae92b3	20 Administrative & Support Services	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	78101.0	www.pathways-group.com
ORBIS	dd5eba41bf0928598d3f581138a472dc195bf763647c3df3e292d6c09e0a15ec	11 Wholesale	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	46900.0	www.wireless.sg
ORBIS	c6e588be3431f83caf027af87d97fda36766ca022b4c05f14dbb94443650fd02	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	46900.0	trendsupply.com.sg
SGNIC	edfc7680f35af78c05141722cc2e28895ed0dd61310a4079855dd5099ed7cff7	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	69202.0	JANVIS.COM.SG
ORBIS	a69780a347cd8a6f50c91d26829c400f738e552ee9e82dec78899b8b5b44b4cb	19 Professional Services	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	70201.0	www.jagan.com.sg
GMAP	dca073bdc549ad0a9cc5ca509b0dba4126ddb3fa561ac594dd79bf2844099c9e	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	46900.0	www.kusgrp.com/
GMAP	11a50ab854ce9c0c22e00c75525706191d4e81f0970d8f14760da0458bb16493	02 Construction	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	43301.0	https://www.bca.gov.sg/BCADirectory/Company/Details/200714354W
ORBIS	5b530fd679c0443a7b92d1e897c1e0a82eb521bb0a253669bb3de322d3e7feb2	20 Administrative & Support Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	81291.0	www.mediacorp.sg/en
SGNIC	127d8abf7a2edf9e216f72b1243c5fc8fdd7c793e3129b58524ba354a052cc9a	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	72106.0	oncotech.com.tr
ORBIS	edffcc21f8c50c22be2e6cb1f181f496e59859ff8aaa8cc74e4a1f1c98c20545	01 Manufacturing	01. <=1mil	01. Employees <= 10	2023	05. > 30 Years	18113.0	companyregister.sg
ORBIS	382918dc18e6dd927ed7cb71a69824a4ff76fb38e8f21dbb5b802ddfc22c45bd	20 Administrative & Support Services	03. 1mil -<= 10mil	04. 200 < Employees <= 500	2023	03. 10 to <= 2	80100.0	www.spearsecurityforce.com
ORBIS	5684ee91a9d9c5ebdfb615e5d8af33738ad441b0e638caf11ab16ab2526b8004	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	46592.0	bronjo.com
ORBIS	64c66c3a5181c7220a10fd09563071bc4d288f217c6905f082b104946f428509	19 Professional Services	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	73100.0	keko.sg
SGNIC	dd7d63a674fa2973c1597932f584809898bb3f3d28649fa78427279f4572a575	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	46661.0	SHIPSUPPLY.SG
GMAP	ba0cc1ee0cb41664a46dd98a74539bb33e418dab931f0eb2bf397257961c1bdf	18 Real Estate	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	68101.0	www.sgpbusiness.com/company/Sky-Property-Pte-Ltd
SGNIC	dcd6cea59b88368ea8b015fe43779e12884fcab6af0eac6f8e7834a5e3b55ad3	19 Professional Services	01. <=1mil	Missing EMP	2023	01. <= 5 Years	70202.0	ADVANCEHEALTH.SG
ORBIS	e7cd44c3e2b00e8f8b3978162a332167c5ac21cc54712d38227ef6c5fc500543	19 Professional Services	01. <=1mil	Missing EMP	2023	01. <= 5 Years	69101.0	simhalaw.sg
ORBIS	7b73d35b59d03a04d118306c21fad65f9c641dc78c4b4cf0f5340a09cd419adb	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	43299.0	www.ascenstar.com
GMAP	b89f0819cc10243d0f52a2250a4d6bf144daea164c2b1b49d3b0f8935ff11671	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	72104.0	www.neo-aeronautics.com/
SGNIC	d83652f7a249731e7a6f9740d3f3f68b87c6c20c895029e37a0d805830eb534e	11 Wholesale	01. <=1mil	Missing EMP	2023	01. <= 5 Years	46412.0	AMTEX.SG
ORBIS	86fece9fdd915280e673936d1269a6bb7edba92d989166816137353e6fab4bbf	13 Transportation & Storage	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	52252.0	omicnet.com
ORBIS	cf1923dc9868e005ba9ca7d430322753b8aaefe3b95a55d0bce1489c414ebdd4	01 Manufacturing	08. Above 100mil	03. 50 < Employees <= 200	2023	05. > 30 Years	20294.0	www.dic-global.com
SGNIC	0f8367e1a12f9265e7a82e24f898c2365b9759bbcdfebbe319e11d6feb898f1a	11 Wholesale	01. <=1mil	Missing EMP	2023	01. <= 5 Years	46900.0	CDAENG.SG
ORBIS	8394cefb9c69a434b341d8407d8b99ff5e833c19f9c5b34660d7aa316efc32b7	20 Administrative & Support Services	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	79101.0	www.gaadit.com
GMAP	1cd104f6dc5cba609afc22f11d4ae38f38dff51180bba2489760a955ac187379	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	01. <= 5 Years	46900.0	www.global-sg.com/
ORBIS	151b5f603f7302ac3954836b3ff506d40b49d310aa7795d10b03837e773987cc	19 Professional Services	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	70201.0	www.turnkeyconsulting.com
SGNIC	3e5dd2b3ecd0d65df7e4b837836e15c284a422e059969f0f5d2c5118581d4e92	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	85509.0	SMARTLEARNINGGURU.COM.SG
GMAP	9b942ff9c0600201aea437d11483d5cee36da05011f5c079c0ce9a8c3cb38944	02 Construction	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	41009.0	www.gcybuildingconstruction-sg.com/
ORBIS	b0e277d13408fcd9bd66bfdea28eafb3a148622b0bb171cd5d75e992606396c1	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	47711.0	societyoftouristguides.org.sg
ORBIS	769571c4c727fc8d928358fbbb8c9b4c179f688067c656adf582851cd6e55466	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	74191.0	www.boonhuat.com.sg
ORBIS	cfec4dff8262340d7f7dbd54d9fc54008baba4748f1a2584927386bb5946771a	11 Wholesale	06. 10mil -<= 100mil	02. 10 < Employees <= 50	2023	04. 20 to <= 3	46544.0	www.kabeltec.com.sg
ORBIS	a039c528f1db9260be05c121f34c7fccff37f6e45b7ce2ca378ba36bdbcbbb47	01 Manufacturing	01. <=1mil	Missing EMP	2023	05. > 30 Years	14103.0	art-tailor.com
GMAP	f2c70e5a81845b7e77a814d1f334cbe4b0328c006a1051f3438cb79aed8f3902	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	46900.0	www.dtone.com/
ORBIS	19dfa8784f9d1f82a57be43e179fbff38c60d574be76c29615cf3b4f4ceba4c4	01 Manufacturing	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	13940.0	www.kianyongmarine.com
SGNIC	75b009e11cabe68bd13a74022989ca4dae57070e0053336a83b967d40983af56	02 Construction	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	43301.0	GDHOME.COM.SG
ORBIS	30e3dfc71ac288d7d8132661fefad630fa0c8461451e0d68c7987f243c1480c9	19 Professional Services	01. <=1mil	Missing EMP	2023	01. <= 5 Years	70201.0	www.eclecticaworks.com
ORBIS	ec5fd743b90e93d2a6862cc987f995c3b956acc4d5299ab9bab6b753c7d5d713	17 Finance & Insurance	03. 1mil -<= 10mil	Missing EMP	2023	03. 10 to <= 2	66121.0	www.abnamro.com/clearing/en/home
ORBIS	b8663c0e9ee1a0cd661bd61239ba3f3155d0ddaed9454e9097ea0bbdc781692f	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	62021.0	www.ifs-software.com
GMAP	1aa120fb9e28bb090687263aedabf4c5a9780b1b4ad01f9b5d689383044021ba	19 Professional Services	03. 1mil -<= 10mil	01. Employees <= 10	2023	05. > 30 Years	71121.0	www.bca.gov.sg/BCADirectory/Company/Details/198900341R
ORBIS	13d0cb7b93802476670e84b6a2d5ec9fda6653ef04ead848a358b579c51926fc	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	62011.0	amcits.sg
SGNIC	ba599a93312d388426a18f11a7abc63b5f3b1af341c57f65d8cbcc2dff421486	01 Manufacturing	03. 1mil -<= 10mil	01. Employees <= 10	2023	01. <= 5 Years	28300.0	KOOLFAB.COM.SG
ORBIS	c62383eb6e3850e3d03ddfc895934c07f0841766af8dc15293ce44be5aedfff3	13 Transportation & Storage	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	52292.0	www.omfreight.com
ORBIS	29613fcdecbd19d3a0b780310e1bc97eed1284c8477725abae778fb60dc08c9b	14 Accommodation	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	55103.0	www.thepodcapsulehotel.com
ORBIS	c2051273775f0737990a2deff974d0fbbb2a065e31aa77cc861ddfcc2da9d274	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	46592.0	www.sgsleepsolutions.com
GMAP	e7e7439466644fc980e60fedc099085f4483620609ba7abd94b9fb69913c24aa	20 Administrative & Support Services	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	78104.0	www.mpower.com.sg/
ORBIS	693683ecb3e3c8dc9291f2ea08430703979663790667a40ce39cdb00f063c19a	21 Other Services Industries	03. 1mil -<= 10mil	Missing EMP	2023	03. 10 to <= 2	86201.0	www.frontierhealthcare.com.sg
ORBIS	0c64cd01ec0ab6133e5ec5be3631324ec9f5e452c659d0d797f5f8fb3e523f5e	02 Construction	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	43301.0	www.homerenoguru.sg
ORBIS	05b55fc5c01c612beae5b07cf8284040e3f9df59a4de7f18bd4d80ccc7d31718	01 Manufacturing	01. <=1mil	01. Employees <= 10	2023	05. > 30 Years	30110.0	www.inparco.com
SGNIC	452187673c500e6dda99e31e3aeebf9debea978a955467d0e97d2b03a685195e	01 Manufacturing	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	27902.0	konbinisg.com
GMAP	b49af72c289622876c4781726097c2e26e70ee2bda6ebba19b95de37b7689a29	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	46100.0	www.smartdecordesign.com/
GMAP	46df4cf19adf7f33c7ec4df16b62b2c606a07f1e07ac51b09543a2838cddb9dd	20 Administrative & Support Services	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	81300.0	https://www.naturelandscapes.com/
ORBIS	fb0f90299219dc0231664aee35b10291cf95a8fe88592dd3c5a2b8d1ccc454eb	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	64202.0	www.avicgo1.de
GMAP	069a7f766cbc22c60f54c1fb7a02cdae4700300b519ece10e64f299b5a900a8a	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	86204.0	https://www.healthhub.sg/directory/14/57259/communal-dental-clinic
SGNIC	aa9ee53744bd18b249f456f2850a4b2527310ce487da18bf4662161a17d428d1	02 Construction	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	41009.0	MATRIXSEAL.COM.SG
SGNIC	03a27fe5a11442b7b90dd428469a9fc9c657bb99fd6f7d9a18e6eb13633d56c2	20 Administrative & Support Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	78103.0	INDIANMAIDAGENCY.COM.SG
ORBIS	c6d1458871285582ea17448a5b4cd60096caded58769f5bdfa9c25792d8f434d	19 Professional Services	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	70209.0	infinixglobal.com
ORBIS	61f6bd68bdeba62790c4c9631f7d13712d51b19679236c0f35699bac94525c8a	21 Other Services Industries	01. <=1mil	Missing EMP	2023	01. <= 5 Years	85502.0	sdb.org.uk
ORBIS	df33853f6ae7d71056e77ebdb44ee168886b576f3c632eaacff8ec8a69774530	14 Accommodation	03. 1mil -<= 10mil	Missing EMP	2023	03. 10 to <= 2	55101.0	www.hotel81.com.sg
ORBIS	c7d34c3f399bb35b331ded88dea376cce5481c630e6238fb8e20be2b2fe9d7e9	17 Finance & Insurance	08. Above 100mil	01. Employees <= 10	2023	04. 20 to <= 3	65121.0	www.standard-club.com
ORBIS	29c1f1e13c50edd9e32ad62b2c138e97eb6acdfb9859b191bee6dbaa4c66aaef	19 Professional Services	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	70201.0	e-healthmanage.com
SGNIC	e22acbf4d24ba539d1de3d06266ee02fc302c2e936f4ca9b576827461f983fbf	16 Information & Communications	01. <=1mil	Missing EMP	2023	01. <= 5 Years	62011.0	TASTEFULLY.COM.SG
ORBIS	196d15a638981d57e249099878b6c218b3b83ed8387d3999fae03a87c9eec266	16 Information & Communications	01. <=1mil	Missing EMP	2023	04. 20 to <= 3	62011.0	www.microlabs.com.sg
GMAP	9a13a99d831ca1ed06957e0c02ee6e0c7934bf928c39d891fcae46f73bd01133	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	47731.0	www.sgpbusiness.com/company/Js-Jewellers-Pte-Ltd
SGNIC	4d232f6e7a446552614457c0db0bc08e7c51a6ca0ea8bbc56d0982a85ced8dbd	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	46592.0	HERE.COM.SG
SGNIC	90722a09bfdbef93e3767061de9cc4587f503ed6fbb45c516eca98be4f845bbc	15 Food & Beverage Services	01. <=1mil	00. Non-Employing	2023	01. <= 5 Years	56111.0	CELLAR-V.COM.SG
ORBIS	fdc33fc096f150cd8d3288eaa9688a8ba6b92e825eea2aeb2818584cf5db6f38	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	86909.0	www.cityosteophysio.com
SGNIC	565a1a4f8af0466757aae3b255aef0194b574fa94647d8e078296b41516ade15	16 Information & Communications	03. 1mil -<= 10mil	01. Employees <= 10	2023	01. <= 5 Years	63201.0	GENESISTECH.SG
SGNIC	048a3062e5a9ec507c8457671b095a9509bcc9d6ac0d012f0cfa42d887c96a47	13 Transportation & Storage	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	52222.0	VOYAGEASIA.COM.SG
ORBIS	71a752d100562ccacc6ee1f3ac1bd48327a945cafe3da73cee8ecff05b80d707	21 Other Services Industries	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	85409.0	www.koreinfotech.com
ORBIS	cd8d5c8ade6920c4b4a30afffcabccaf041d868117b2bab753705865b2f982a1	16 Information & Communications	01. <=1mil	Missing EMP	2023	01. <= 5 Years	59113.0	guruproductions.com.sg
ORBIS	b33cefb2eff183af1336158cc5a1ada759c7ea1115ec5663fb39c618fb9af1ad	17 Finance & Insurance	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	64925.0	www.singpawn.org/en
SGNIC	98c403a1a6d26ecc5f63509c6af1e457a20b6bfae364ff29dfd1acafbfed2d42	19 Professional Services	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	46900.0	NEEUROSTUDIO.COM.SG
SGNIC	bbb65c1c3a25af184a0efdb1d124dc5fa19dfcd55295d056676edf571fea021c	16 Information & Communications	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	62011.0	TAGDIGITAL.COM.SG
ORBIS	efb03cdf2f8c3d992895d0c307dd43342c6da8ff35d8d0b6cf5ddbdc07eb4212	19 Professional Services	01. <=1mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	70101.0	nsses.com.sg/404.html
ORBIS	b53b044232b31f89fdfcc82eb53e2627eab9194167439d3499df2bc4952ba974	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	04. 20 to <= 3	46632.0	www.sanko-kk.net
ORBIS	d59e2b48aae72f2f048965e8efce91df9dacebfa9b49dc8edf27edfbd8119665	11 Wholesale	06. 10mil -<= 100mil	Missing EMP	2023	03. 10 to <= 2	46900.0	www.sajinternational.net
ORBIS	dfedf7d75cb0255d031a00ccfafb0adac90d1530b45a012016e6bda9669cc2a7	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	94919.0	www.truejesuschurch.sg
ORBIS	f6d0f38dac6ec282883d7e1e31e0193e12a1d2756d36ba340eeb677dc24b613a	20 Administrative & Support Services	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	82200.0	www.venturemedia.sg
ORBIS	90cd50c429bbc4739f240f591ec5a0bbfc2ae014e17f784948d634f92009cc9a	13 Transportation & Storage	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	01. <= 5 Years	49232.0	www.aelogistics.com.sg
GMAP	8d16d944fbcf26d7323653a9ee2ef83555b8bbd2aef6f41b88f827fd7885c232	11 Wholesale	03. 1mil -<= 10mil	Missing EMP	2023	03. 10 to <= 2	46900.0	https://eshop.jj-lapp.com/
GMAP	663cdaa71f0642e14555c24cb5d6df3dc38d353384aa0d6c05201dd1ba2d7180	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	62011.0	https://nife.io/
GMAP	24b89a81ae6d90594e37caef218f56bb21963481c8e1f50e5c35da0ee33c8a9a	21 Other Services Industries	01. <=1mil	02. 10 < Employees <= 50	2023	01. <= 5 Years	96021.0	headeditor.com/
SGNIC	8bb266fad6260f581a1fd596d9a09e6544f1d37c21669255edcbf117f394c217	20 Administrative & Support Services	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	82110.0	ymytrading.goshopper.net
ORBIS	e030c07ef0f9f6a41b55b611946e832db7a2f309cfcf77e38e17409875928a5b	21 Other Services Industries	01. <=1mil	Missing EMP	2023	04. 20 to <= 3	85407.0	www.acearchery.org
SGNIC	711786014fee82ff43ed2994f68745196bce79c54ae7ce69b8b49be44bc07d49	17 Finance & Insurance	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	64202.0	CARBONRESILIENCE.COM.SG
SGNIC	18afec5d89412e3e7e03713a5e71efcee285fadab8962a135316d502ced2765f	12 Retail Trade	03. 1mil -<= 10mil	01. Employees <= 10	2023	01. <= 5 Years	56111.0	TACOMMUNITY.SG
GMAP	9e4f8a42bba24f31e0763b46246499a9831c499baa4016ecb980eed71389cc30	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	88912.0	www.pro-teach.com/home.php
SGNIC	0211fec9f7825cb4a69d7e48f7e8cc758f18e1afd8c3ec8639b7fdee2d8e7170	02 Construction	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	43210.0	TANTP.COM.SG
ORBIS	28402c01c9e656b093aefa5423d7b3b9313f34caefabff9eac800a84a2d04cb0	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	46100.0	maximusracing.com
ORBIS	e0c12bb70b5897ec5841c1b2e2bd30d81631072ece3c43b61c74f9b10cf658a0	19 Professional Services	01. <=1mil	Missing EMP	2023	01. <= 5 Years	71125.0	www.nexifenergy.com
ORBIS	47a00269ca77d4fed7aae52aa59f5dae1a07f483147e675d79edb7281bfa26fe	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	66301.0	danielphenry.com
ORBIS	108186bad951785543c20d3f83a7c2f63a8c5b468616452aea8c6376a442f9a3	20 Administrative & Support Services	03. 1mil -<= 10mil	Missing EMP	2023	03. 10 to <= 2	82200.0	www.callbox.com.sg
ORBIS	171c8735c086c45b25ea8992badc6335cc70159b16c8e9c30c989c079291be77	11 Wholesale	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	46541.0	www.matcoasia.com
SGNIC	9604e747d1e30a2ec73ee82ba0d9effe4b48c9f22096c4f904380c413640327d	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	46307.0	INFINITEBEVERAGES.COM.SG
ORBIS	69c14a274a804ed9d3a1ec52f49c7c303ea3f4d3ad08a456944897ea5e1a1e1a	21 Other Services Industries	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	96099.0	cynderella.com.sg
ORBIS	5827bf8c9ced2d8e715569b2dd63ba853d65ef4872360fb567acf8910d741bca	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	70101.0	www.cemex.com
GMAP	f2b370f0b4f4d16e1bb71acedfe4faf9acc7d78dfe939a27dc47eacd03a625b4	18 Real Estate	03. 1mil -<= 10mil	01. Employees <= 10	2023	01. <= 5 Years	68203.0	redcrowns.co/
ORBIS	cbc02a2a2e8a0742957e1c8fddd159a78a275ec9ab62f4af16a186ea8f00b667	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	04. 20 to <= 3	46522.0	www.gistec.com.sg
GMAP	058b9613783b4ef9f094e871f44e3839985fca688c161c7889cc1372c79a6943	11 Wholesale	01. <=1mil	Missing EMP	2023	01. <= 5 Years	46900.0	http://www.jungle-ventures.com/
ORBIS	804423adf4eb170a55176a9d0d4c0b2bada5a1db4b9e139908f4c356ba094573	21 Other Services Industries	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	86909.0	activelifechiropractic.com.sg
ORBIS	8fd0ae88801b6985fa056ddfab978f2c931d048957ac1807a7b54a3f5990b5d3	17 Finance & Insurance	03. 1mil -<= 10mil	01. Employees <= 10	2023	01. <= 5 Years	66124.0	www.interactivebrokers.eu/en/home.php
ORBIS	d6a4ed7f741da9bdecd938caac820dccf89b90f6106fc09b2ffb170a3a294c0b	19 Professional Services	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	70201.0	informa-global.com
SGNIC	031c54ff6bb743a5d17b2eb3e231c5eadc569227c43ffdd05cf9b04dc4ab4235	16 Information & Communications	01. <=1mil	Missing EMP	2023	01. <= 5 Years	63201.0	JUNLEEN.COM.SG
SGNIC	cf49ec6fa88bd60142255419f986051fd90259ae3ec09e0c588dfe990c8c793d	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	46439.0	ALTFIELD.COM.SG
ORBIS	16f8558001f8016160dbc12996a411f3089463bdab85723bd0a29259c71b36dd	02 Construction	08. Above 100mil	04. 200 < Employees <= 500	2023	05. > 30 Years	41001.0	sg292760.panpages.sg
SGNIC	c92a3b86a3d89100dcbdcd77c1569a507f51fd411306c4fb08690053be53f2e5	12 Retail Trade	01. <=1mil	Missing EMP	2023	01. <= 5 Years	47640.0	GAMETHEORY.COM.SG
ORBIS	64f0379b6117239f9044a4b3302b67688a351f4ddbf6d8871f41b0c606652322	02 Construction	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	42101.0	kemvet.sg
