SOURCE	UEN	CLUSTER_DEFN	OR_CAT	EMP_SIZE	REF_YR	Age_Band	SSIC	WEBSITE
SGNIC	a545a513c2939b12f1a6b9e6c0e2564621cce3782dd633f1bf2e098bf80b70e5	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	70201.0	ATS2007.COM.SG
SGNIC	e364651bd27f4ab32dcaaab0601f70d52399806b13c3c9887ccbf96648603774	01 Manufacturing	01. <=1mil	Missing EMP	2023	01. <= 5 Years	28242.0	DRILLTRAKSG.COM.SG
ORBIS	958ca81201797f16fa6db31b8b8d304261205d5c60b36b27670fc9179b1b1df4	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	86201.0	theclinicgroup.com.sg
ORBIS	9a29805c58b2c960f6fb41dcf221d2aba384e42bed917372cca402f18320bb81	19 Professional Services	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	70201.0	onesearchconsulting.com
SGNIC	edeba15b404f84483144d5df16352b78850f72b24469834eac51244a7a33ac48	01 Manufacturing	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	25929.0	TRIUMPHP.SG
ORBIS	2ace0bdbe61edfbb87b5c1a91d9e315aa5781e50d162b6bc256085bd6e7099d1	11 Wholesale	03. 1mil -<= 10mil	Missing EMP	2023	01. <= 5 Years	46900.0	marine8.com.sg
GMAP	f5207a3b1306e9c019aa3b4bb2824aba6369829c0c8982274d3e384c6477b757	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	70201.0	http://www.tib.com.sg/
ORBIS	a3d252f731f0651d6ba9f54cccd9dd871b03c3d4b23a955a2d1d2d4b5f0cf6c6	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	05. > 30 Years	46610.0	golden-island.com.sg
ORBIS	397158a9337ad0c723cf92631f4439162880aeb43948cd1e02c2980fe662035b	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	86202.0	zhongshanmall.com.sg
GMAP	941ce00f9ca51e19abe27b55d78e09403ffe50c5f5235f4ffa73e384bb31f7fa	14 Accommodation	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	55900.0	http://studyabroadsg.com/
ORBIS	63b94135055c286e11dcf9a6527e420a341842193d72582e2bdaf12f276619ef	13 Transportation & Storage	03. 1mil -<= 10mil	03. 50 < Employees <= 200	2023	03. 10 to <= 2	53200.0	www.myclub.nichecourier-asia.com
ORBIS	8036420a4ab6ce776f697fe21a320d7adf996cf6a241a2b7b095f202046eff6a	21 Other Services Industries	01. <=1mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	88102.0	www.caritas-singapore.org
ORBIS	0352eb71123fdc52a3ce8d1d310a6d2be30983c5ffd9b26118f05fe0877b0647	11 Wholesale	01. <=1mil	Missing EMP	2023	05. > 30 Years	46900.0	en.sunrain.com
GMAP	daa36c21c3908581aea24b99b6a7f1b7518e1689fde4c54be1768144ce244f5e	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	05. > 30 Years	96022.0	http://aylabeauty.com/
SGNIC	dd7a36a90b20c54fab969d2e5f19077a19f3702873fc69f056c0103e8a49d6f4	01 Manufacturing	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	30110.0	CMSPL.SG
SGNIC	c2ba37a4dc7f46992b20a048c80acc15370112f6d51b867b0427f9785ae78898	01 Manufacturing	01. <=1mil	Missing EMP	2023	01. <= 5 Years	20233.0	KAFEN.COM.SG
ORBIS	0649752927ae5ae523a1a98cdcda8f62c3b7d87b48e0e40c4820214002916aad	19 Professional Services	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	69101.0	ip-law.legal
ORBIS	853d36c064956222a2d6ea64009a2a7721e329c1627d5a8e8710026452d50c37	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	62011.0	www.asalta.com
ORBIS	d3ea99f235316ddf98a6fbceb771b888028394bb15c556b2b570a841553614b3	21 Other Services Industries	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	96030.0	www.greenpasture.com.sg
ORBIS	1ce758055f466f2eaa0da415c375e06e50bec268b05bfe8aafc7019299af711c	11 Wholesale	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	04. 20 to <= 3	46563.0	concordeauto.com.sg
ORBIS	71d6b170680f1da2765ba87e7be9d2e7a7e3f491276278d17a61e1601ac8c543	17 Finance & Insurance	06. 10mil -<= 100mil	Missing EMP	2023	02. 5 to <= 10	64300.0	www.straitsrealestate.com
ORBIS	ea64dd7093cc52f8b5b1c7885159b7857f0f00cd74b5c0ffb93500f4d0b8afbf	01 Manufacturing	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	22219.0	www.abprx.com.sg
ORBIS	0e0f0a0e68a7e135706d2a8f6d015fda201d4b9eff516ded528cd30e699068b0	12 Retail Trade	03. 1mil -<= 10mil	01. Employees <= 10	2023	05. > 30 Years	47731.0	geeweejewellery.com.sg
ORBIS	fc2869b89ac7c29e676af5b241eb7b70c6b414a5161f3cbc5e285e8886661db8	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	01. <= 5 Years	64202.0	changcheng.sg/en
ORBIS	575b392cd43b84bbd0ba5e1c8055f02e8a8e8686f9141af68d6e038e44a40faa	21 Other Services Industries	06. 10mil -<= 100mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	86902.0	www.cmi.com.sg
ORBIS	e4c6e92cfaa22d026d24e845379e594548352a09d708ae418c386320f1e78121	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	85409.0	www.aspirehub.com/branches
GMAP	fee6e9e15d4e2208d8c2a2453dbac9198fbe61dbae355323030fd023d5ecedd3	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	85509.0	https://tms.in.th/
ORBIS	9a6ff9f5f0605160a0978098c56fc893178984b2bc5d074afd7402a015b94c36	13 Transportation & Storage	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	52292.0	www.tcbgroup.eu
ORBIS	487fc2aa9697337a4de751f9e79d625f553d28012531caed87ed64b6cad37a23	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	05. > 30 Years	46641.0	www.aw-mt.com
ORBIS	e0b4e0391890076b65deea95e63c673fbaa293ee5ea1c03a7b9477d6f5ac4a87	01 Manufacturing	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	10712.0	www.nickvina.com
GMAP	80793b1c9ad1e59febb0b60315ca3b957af21f57df57caeff3383e84db0aaba1	13 Transportation & Storage	08. Above 100mil	03. 50 < Employees <= 200	2023	04. 20 to <= 3	50021.0	YML.COM.SG
ORBIS	6ce10c9bd02617fe1e09a56241c093d9b0151e5c8fe5e07159ac791ffd5b26e3	01 Manufacturing	01. <=1mil	01. Employees <= 10	2023	05. > 30 Years	25939.0	www.dialalock.co.uk
ORBIS	f09ba51235f4c5ec795fe0c93b265e1a9894e3b2aabfdabfb352c1fc5cd58bc5	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	05. > 30 Years	70201.0	www.perfex.com.sg
SGNIC	a2f13dc27e3c98f043b222346e56cb5ead34a38a0f6b7abc3e55957927bcdbf9	02 Construction	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	43210.0	www.sgelectrician.com
WORLDORGS	2615305781f2b30fc45d243fd4aff4f82d9158d08b575c34ba44285418d52f23	21 Other Services Industries	01. <=1mil	Missing EMP	2023	01. <= 5 Years	85409.0	https://littlemoppets.sg/
SGNIC	29f0a9031708832e09fc7ad8dab66c339ba74842161cadcf2fc48c8b5cc8d035	11 Wholesale	03. 1mil -<= 10mil	Missing EMP	2023	02. 5 to <= 10	46900.0	wickedwag.com
GMAP	dd162fc74df5ed7136efd9dc3538b7465dbd0eb87c7b654a837eb4d1bf5e33d0	11 Wholesale	01. <=1mil	Missing EMP	2023	05. > 30 Years	46301.0	https://fruitguys.com/?utm_source=sanfrancisco&utm_medium=organic&utm_campaign=gmb-listing
SGNIC	18a928f0d2567845551e447a050c3c9e993ef1e77c2d099e50c93ea8c63af35a	11 Wholesale	01. <=1mil	00. Non-Employing	2023	01. <= 5 Years	46221.0	MOMENTUMGO.COM.SG
SGNIC	acc5bf0c900d52363afb0b02fa539fac750861a97638694054d5338b00c98f96	02 Construction	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	43301.0	cloverwerks.sg
SGNIC	164f0136fbbd38f87ee1dff61569fdaddccaa8ad9695cb7f1fa044a260a922e6	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	64202.0	JVJMGMT.COM.SG
GMAP	ea117ea54e531b3f75ba88afdc4767271190a9d9d7f969ad887323dcc1943677	01 Manufacturing	01. <=1mil	Missing EMP	2023	01. <= 5 Years	32509.0	https://thesmilemakeoverclinic.com/
GMAP	78dcb63252d809be80e4fad26951aba30593e7e940ed68b73377cd75db3b46e0	13 Transportation & Storage	01. <=1mil	Missing EMP	2023	04. 20 to <= 3	50023.0	http://www.orientmaritimegroup.com/contact
ORBIS	bcbcdb03343eabcd223480b3061ae51565334550873590258ad69810f4a65dc5	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	64202.0	www.gardenimpact.com
GMAP	1c55656b8a1dcab4a5199e97961cc667c409ed753a176081348443c9505dace9	12 Retail Trade	01. <=1mil	Missing EMP	2023	01. <= 5 Years	47711.0	http://www.byte.com.sg/
GMAP	6678c7bdc85b2c343b637a03d01b886da4d87d392cbbc9ed51ba85026eb530b4	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	47711.0	shopee.sg/snailaxsg
GMAP	a8e8cb5d9b2af8019c97ea26461b7a455ca8b09379f408c9760149d40e107b13	15 Food & Beverage Services	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	56111.0	www.burpple.com/abc-king
ORBIS	df1aa4e4f7c8f605d2ccf2ede84d4b59b709d366d1ed8128d3e22aa37a5530be	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	05. > 30 Years	46900.0	www.npac-intl.com
ORBIS	5fea9142a0f1b8e1efe360ba6264203ca5f84f788276677dfc7f15e751057df9	18 Real Estate	01. <=1mil	00. Non-Employing	2023	01. <= 5 Years	68103.0	bespokehabitat.com.sg
ORBIS	cf7545fc9946beb3f2a0993a25a952646df6238f68cd4bba4ee4716d5d41aca6	01 Manufacturing	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	22216.0	primax-intl.com
SGNIC	c1a4024688b86a97de3e7c38d64a68e385ee0a6579309eddbc4d2a4c8aca3402	21 Other Services Industries	01. <=1mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	85101.0	alamin.edu.sg/our-schools
SGNIC	80614694634e9e70ac8ebfcd5c6bb970cd9af10d22b8422eccbef601fd4cb477	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	46309.0	NIVAFOODS.COM.SG
ORBIS	500b5155b9a6d07f67856acc66e09a822b10c9e32e3cc0e056aaa429dab8942d	11 Wholesale	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	04. 20 to <= 3	46632.0	www.meshlxf.com
ORBIS	dd3307c5f755e85d1474cdea9a0d7219b32c5e16e205d00292449239055ff0ea	19 Professional Services	01. <=1mil	Missing EMP	2023	01. <= 5 Years	74902.0	www.ncvision.com.sg
ORBIS	dbdc3a0f03e73f101443647c3ff116d37c6e7807790bfadb794cb15db1fe4d2d	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	46541.0	www.fesvtech.com
ORBIS	f406568cf0c63a5fc6176b032e4e5eda8a8a66938b7f3565d64540aaff0f8a66	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	46900.0	tomikiaikido.ie
ORBIS	7bb54635e2b72014e478f27425818daf2e56ec21da2cb96e4f2e873381320b29	19 Professional Services	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	70201.0	www.taxisingapore.com
ORBIS	a704b2becb2a49e966858169a7315ff8e6e570c2b1404f7895db0466e68a1b3f	13 Transportation & Storage	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	49215.0	limousine.com.sg
SGNIC	fa649713ac5f55fc1cca060a2e724951b6bd39c11307ed4e95144a1811da8038	15 Food & Beverage Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	56200.0	LEPETITMARCHE.SG
ORBIS	ce6b37518f0aa016b8b4aa4e58e133592b7c6babc1818b746ec5545ea14c3794	19 Professional Services	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	70201.0	www.cjg-consulting.com
ORBIS	2031292d0046d869f160235dcb5ca37913743faebfda98a8fd4666d4797a6750	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	86204.0	ashforddentalcentre.com.sg
GMAP	1d9d49e74e18e006c79c15c2ff65d8f94bd282d499fd3046f24d7d61d1dd237e	11 Wholesale	06. 10mil -<= 100mil	01. Employees <= 10	2023	02. 5 to <= 10	46561.0	http://www.jupitersg.com/
SGNIC	6b0e055f1e7d2108d4d28ea7e155f36fbb4a25176b5ba766f2269e5fce437e94	11 Wholesale	01. <=1mil	Missing EMP	2023	01. <= 5 Years	46900.0	POWERSHARE.COM.SG
SGNIC	38a7dfa2999ee09225eac2b06fc9c0964e852da9892a2de9d02f4be847d59c01	11 Wholesale	01. <=1mil	Missing EMP	2023	01. <= 5 Years	46900.0	ARENA.SG
GMAP	00822d41d1e71ad45c42b75335e1dd868ab13fedc86815b8188b4b504731b3b8	02 Construction	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	42202.0	www.sgpbusiness.com/company/Janakuasa-Singapore-Pte-Ltd
ORBIS	7bcb60ad225ef0cdd1d4438e01b75cef7724c0323d431f73799aaf4f028f0716	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	01. <= 5 Years	64300.0	www.onehillcapital.com
ORBIS	243eea9fbda28aab010d1dca732dce9c1fa638a85678c2129d6bdd6bda64ee74	19 Professional Services	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	70201.0	styleinfinity.com
ORBIS	6fa043b3ec7d7d14e5252c12b3220e3b0827f9201b3b90cf213b99b974de1ba9	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	05. > 30 Years	96022.0	snips.com
ORBIS	80eb809bcd760a03ae132b8c61155b2766de638fe6732e73e27a9d2b6966c9d3	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	86201.0	ansariclinic.com.sg
ORBIS	d143cb9367014371595869ebc6047484271dd8918f7c7099de2d7f623fab81cc	13 Transportation & Storage	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	49212.0	www.lihaoyi.com
SGNIC	a3dbecf63ebb2828edfef0f2d181ecd25833176516ca10165d6bb7ea6b737607	13 Transportation & Storage	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	52292.0	OPTIMUS-LINE.COM.SG
SGNIC	5e0ca885c4f62eb66d003538ce504bc141b055081e6870ba10e137258f607f90	15 Food & Beverage Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	56121.0	KMGROUP.SG
GMAP	5f05f7400f6d651b3fcb8e1dba449f56b012dffbf1d46e49cb5599506155c176	13 Transportation & Storage	03. 1mil -<= 10mil	01. Employees <= 10	2023	01. <= 5 Years	50021.0	http://farenco.com.sg/
ORBIS	c81fa7cec0297d07769164c4fb57f889bae844af69dab59fb47e845c9826d6d2	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	85407.0	www.swimlesson.com.sg
ORBIS	3686be3b6aaebfb24f7e4f99fc962dc35a7d1b0334dfedc542fc4c847ccf1ffb	02 Construction	01. <=1mil	02. 10 < Employees <= 50	2023	05. > 30 Years	41009.0	salioconcept.com.my
ORBIS	31a1a1fda33793c867791500c806f270ca6520fdd0fb84d89a5f9c277093dc3d	02 Construction	06. 10mil -<= 100mil	03. 50 < Employees <= 200	2023	04. 20 to <= 3	43309.0	kongsberg.sg
ORBIS	eb305ba383302a3e75df56761ffad5f44a321e67b4c03b9d424b6a073cce12be	01 Manufacturing	06. 10mil -<= 100mil	03. 50 < Employees <= 200	2023	04. 20 to <= 3	25997.0	www.tmomfg.com.sg
ORBIS	2dcd9f57f0b076e8050a5c43e96ad02bff5f2d4dcc696bc047d9d962c68682d3	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	70201.0	www.findasadvanced.com
ORBIS	98dc88e92cd3d7234c2e8dbce94bc09cef3bca7e3ac24fb931df0823b1e08cc4	11 Wholesale	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	46900.0	bulkysolutions.com
ORBIS	2ccc3b903a37eb66e1542908bd9aa15519f0cec6c7e745c5dc1f5b66672872f6	02 Construction	01. <=1mil	01. Employees <= 10	2023	05. > 30 Years	43220.0	www.plumbtechco.com
ORBIS	bae1d66868ccfb0bfddc9f6bbe79715775ddefb87e57b078f8edf0643500e216	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	66199.0	arcadiatrading.net
ORBIS	3238ee78d5c860f6dac63aa000afa4b9996914b5ed4a9965031f513bd725b998	11 Wholesale	01. <=1mil	Missing EMP	2023	01. <= 5 Years	46592.0	aaspl.sg
GMAP	d9699537b4a01f1ffff1d85193250fa74e20e275b39d8f91336e8ee13e039b68	19 Professional Services	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	71122.0	www.sgpbusiness.com/company/Gentech-Engineering-Pte-Ltd
SGNIC	44b1c3731438035252f6c636963d1f1174f89b82d46279a1d92e1cdacd5783b1	16 Information & Communications	01. <=1mil	Missing EMP	2023	01. <= 5 Years	62011.0	MAKERTECH.SG
ORBIS	9cdfb9c33143542afb2e652e17974a8ee3bb114839cc3d7b48763c3f66904eb2	02 Construction	01. <=1mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	42101.0	blugraph.com
ORBIS	f06a219152550d7f60ec5edfaa262e36d5f5787f09b274a200651b2a9cfd1488	02 Construction	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	43220.0	yohokomo-singapore-1979-pte-ltd.business.site
GMAP	c154f9e482a30ac8a448167716fd0a6e7b0f91ad93a4f18082e736bdf28abac0	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	64202.0	http://www.mhiap.com/
ORBIS	54b2a94e080930e127693df62982cc9b95188f404c524bc6bee220728c372ffe	18 Real Estate	01. <=1mil	Missing EMP	2023	01. <= 5 Years	68103.0	thk.sg
ORBIS	94eb05cce3d0a070f9bffa87e6414d8313714fc3d4fc5fedbefbb4854843175a	19 Professional Services	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	70201.0	korefusion.com
ORBIS	e878aac7c0abcdf83540654c3564841e12f154a6f85acb21cdc6a7dfe9c6a4f9	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	74192.0	roomism.net
GMAP	e7caf927911df4b4293423134f8ff17fc4348985b7d49fa57ae816c220ce7f23	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	01. <= 5 Years	46301.0	freshsg.com/
GMAP	b68ec729d285d1ed03d269c13365e7398f46625ddd0895fca387ac6b537354b6	02 Construction	03. 1mil -<= 10mil	03. 50 < Employees <= 200	2023	03. 10 to <= 2	41001.0	www.bca.gov.sg/BCADirectory/Company/Details/200714354W
SGNIC	005a962027b5599f6a76a2d4fc49fecf91eade5f0aa36440f53eada7dac36324	19 Professional Services	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	05. > 30 Years	71122.0	ACCENT91.COM.SG
SGNIC	41d5adc2b7ec6d79453507ddcd6ce8e3e3242b59806fedb731fba96c91dfd90b	20 Administrative & Support Services	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	78103.0	www.bestmaidemployment.com
SGNIC	67fc9897154e498d49b1c8eae391b8b028265048faf766cafa8c0760038373e5	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	62021.0	www.artsofmaya.com
GMAP	8577f1d5e20e5d3d971919643aea89e9167792053413f82e63a1ff7a642b37f8	19 Professional Services	01. <=1mil	Missing EMP	2023	04. 20 to <= 3	73100.0	www.kimtiong.com.sg/
SGNIC	b76477e17c89e70fb04a21fc109762e8d0e18f4786ea5e7e33cad2c592a2ba91	11 Wholesale	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	46523.0	LIMELITETRADING.COM.SG
ORBIS	29422ad5f55e2c8dab8ac8b13cfa6d91799464ffe347e66f9e41ddec99a22606	19 Professional Services	01. <=1mil	Missing EMP	2023	01. <= 5 Years	69202.0	zenit.sg
GMAP	292ac17dd70ed02292e078885f1de27a61902b42b3f425f1cd104e165e4b8fd8	01 Manufacturing	01. <=1mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	31003.0	www.hiddenwallbed.com.sg/
ORBIS	2663dd7b0e452897af1192c7e0e8e2ae29cd9bef00a8d855f8dfd2eb71387aa0	15 Food & Beverage Services	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	56111.0	www.yellowsing.com.sg
ORBIS	37253eccc79edc4c40ca561da8a0f3c00d522d45e0c1989c78ebe93a7f0a43e0	01 Manufacturing	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	18113.0	printpartners.com
GMAP	b796b17e8715d48844812b0ada8615bb0a1fc7fafd388b55e931b5d5e487b6e1	15 Food & Beverage Services	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	56111.0	www.magswinekitchen.com/
SGNIC	3cdf8621d15dc5b925e8e091b295a9f094d07dad0f5561d48fdd81e4335426a2	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	46900.0	LUXEATELIER.COM.SG
SGNIC	782401d8f92b7438e878b593d7cc5395ac32872b3605e5b34fe602d03e4a8a32	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	94999.0	PCDA.ORG.SG
SGNIC	dfb9398a3d6ca8ef37402b25d70ffb4958a73d37d7003a5fc835ca0a3ad059d0	11 Wholesale	01. <=1mil	Missing EMP	2023	01. <= 5 Years	46592.0	SNDHEALTHCARE.COM.SG
WORLDORGS	bda4f979d04f49e7f6a9a4e2b899a062005f42077a1425db95e31ebc0f5c8a87	15 Food & Beverage Services	01. <=1mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	56122.0	https://www.facebook.com/soonsoonsoonwantonnoodle/
GMAP	7724314f206289d43dd1d6cfa2f08032009ecc7bfe2adc21312dee1da407c198	11 Wholesale	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	46593.0	www.bakersbrew.com/
ORBIS	321c83a01336c9c89b73294b4b9bab1684e90018b71f2d8752162ab9a78fc992	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	01. <= 5 Years	64202.0	www.phillip.com.sg
ORBIS	67f4544e5822697c24b6c6674d7572cda81ed789428ddd09e1815de2bb8cc34a	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	05. > 30 Years	64202.0	www.tathong.com/en
ORBIS	b871baccccef3fb717f1d275da2225a8dbf80c9f24237ac5daa1c0a25db68a06	20 Administrative & Support Services	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	79102.0	www.drukasia.com
ORBIS	7e86bf4aa7eb7300b7b26a87cd51e697ca33106d450f220409d5bbd21827591f	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	62011.0	kingstech.com.sg
ORBIS	570827073ea48bef9eded2e86b77dad0302ba287fbb0a67a3efbcc49ec9cf221	19 Professional Services	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	73100.0	www.kncomedia.com
ORBIS	3303c7ff861c58c839d3290387da88853efb20b60d3325f04ab689332a896046	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	47721.0	www.docte.net
ORBIS	ae0eb1cf9896f93fd626919e3ad1414c25a66f1b5ef8d18464dbde0de516c74b	13 Transportation & Storage	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	04. 20 to <= 3	52101.0	www.ubts.com.sg
ORBIS	5dbca83577f7838186f225e8463f3eec576f5bab469077235d9a3becd02c4fc7	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	46521.0	www.allbright.com.sg
ORBIS	bacda9ffd55fcd9e59f74a6f70db94f2cb216b9165a31668c68ea31472cad96e	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	01. <= 5 Years	66192.0	www.atlanticpartnersasia.com
ORBIS	c8ff0620ce9f0f4423e66fe5acc41915b9cfde5d3604a0139d67d9fccf0a83ce	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	01. <= 5 Years	64202.0	www.interislandmanpower.com
ORBIS	634e786eb8acbd2f4bae60cfe9b2297a7c5c64f8714093eded0e94abf2757ded	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	05. > 30 Years	46541.0	www.ictpl.com.sg
GMAP	c23ccd56f7a1d5900452646ea70e2c2cbc56faa3a8811b8003030bdc1eefccf1	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	71129.0	www.straitsmarine.sg/
ORBIS	97736132deddd37b24d059fe5e9a633edae185720712ef32bc20874a0c927581	16 Information & Communications	03. 1mil -<= 10mil	Missing EMP	2023	03. 10 to <= 2	62021.0	www.ingenious.sg
GMAP	8181528c129d763b89d2352ae7923e9a4fe6dd4ed16c37cb433b1fc38387f24a	15 Food & Beverage Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	56111.0	www.foodee.com.sg/
ORBIS	cdf691b807707348de42dd85f25447d2e05f197a00481e1b9b52f9bae2793047	19 Professional Services	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	70201.0	aphrodite.com.sg
WORLDORGS	475566079508829ab35e6c52e03596b6f7ed57f13916110488fac175414cb65b	15 Food & Beverage Services	01. <=1mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	56122.0	https://www.facebook.com/SHU-Vegetarian-303321370009833/
WORLDORGS	ae68047b27abd2171931ccc2d7b9163ad41c1ca6b714f70f03e68ddaefa89b01	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	69201.0	https://benevolent-business-services.business.site/
GMAP	5897df59b6b96566f3935ea9a5ab8361e41197d8c714a4398460c7d776e011e4	20 Administrative & Support Services	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	82920.0	www.acepeak.com.sg/
SGNIC	428f6f00212d92f15ac360029d513bfe1fccdd057e52e1ff50e06aa7111fd6a9	02 Construction	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	43301.0	FID.COM.SG
ORBIS	234a6e84dc763a7320dba7bc530c1902f57a54065c5d612be53e347d865a8443	15 Food & Beverage Services	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	56111.0	greenleafcafe.com.sg
ORBIS	cc2878c2af2402411c60278a077a2347be3eacc4f86b452a566a7b94fcbf9d58	11 Wholesale	01. <=1mil	02. 10 < Employees <= 50	2023	05. > 30 Years	46551.0	www.niigata-power.com
SGNIC	67e80cc19429caafb87f906bb64e05312875372badc4ffdfbb79637a6dd2d7d0	01 Manufacturing	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	28300.0	RMM.COM.SG
ORBIS	6b7bba662e42a2101e53824aab4389f0ffed7a0b38d71ffbb18e6b334bb6e241	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	59114.0	amc-studios.com
